"outbreak_ID","country","epi_unit","season","scan_cluster","unit_size","dead_new","zero"
3959,12,"Farm","Autumn","0.High income",66869,200,0
3704,29,"Backyard","Autumn","0.Upper middle income",176,12,0
1897,25,"Farm","Winter","0.Upper middle income",1050,0,1
4790,24,"Farm","Winter","0.Lower middle income",6000,1218,0
1153,13,"Farm","Spring","0.High income",900,50,0
283,4,"Farm","Spring","1.Upper middle income",7370,1421,0
1303,11,"Farm","Winter","0.High income",4400,300,0
6091,13,"Backyard","Spring","0.High income",970,300,0
4151,11,"Farm","Spring","0.High income",30200,3974,0
1438,11,"Farm","Winter","0.High income",8600,2000,0
3744,11,"Farm","Spring","1.High income",22954,600,0
905,5,"Farm","Spring","0.High income",4400,12,0
1049,24,"Farm","Spring","0.Lower middle income",3200,10,0
2663,12,"Backyard","Spring","0.High income",45,9,0
4767,18,"Farm","Autumn","0.High income",3000,800,0
179,11,"Farm","Winter","0.High income",50400,68,0
5678,11,"Farm","Spring","1.High income",10000,0,1
732,24,"Farm","Winter","0.Lower middle income",2500,100,0
5239,29,"Farm","Autumn","0.Upper middle income",104162,145,0
2016,11,"Farm","Winter","0.High income",1020,0,1
5018,33,"Farm","Autumn","1.High income",19631,58,0
223,11,"Farm","Winter","0.High income",5284,2480,0
3682,13,"Farm","Spring","0.High income",984,695,0
146,17,"Farm","Winter","1.High income",711,40,0
5,26,"Farm","Summer","0.Lower middle income",46000,1400,0
3304,13,"Farm","Spring","0.High income",3510,230,0
1901,12,"Farm","Spring","1.High income",151000,0,1
3396,33,"Farm","Winter","0.High income",2450,18,0
145,23,"Farm","Autumn","0.High income",53040,1358,0
4239,13,"Farm","Spring","0.High income",22000,0,1
113,13,"Backyard","Spring","0.High income",201,0,1
6096,14,"Backyard","Autumn","1.Lower middle income",3646,903,0
2693,14,"Farm","Autumn","0.Lower middle income",16100,476,0
3891,33,"Farm","Autumn","0.High income",25863,26,0
1717,12,"Farm","Autumn","1.High income",28000,0,1
4617,35,"Farm","Winter","1.Lower middle income",2000,1000,0
4024,11,"Farm","Winter","0.High income",9821,3248,0
3633,14,"Farm","Winter","0.Lower middle income",150128,12127,0
290,5,"Farm","Spring","0.High income",14800,806,0
5654,11,"Farm","Spring","0.High income",3128,52,0
3528,5,"Farm","Spring","1.High income",1780,0,1
4521,7,"Farm","Winter","0.High income",26714,0,1
4335,16,"Backyard","Winter","0.High income",186,126,0
4158,5,"Farm","Autumn","0.High income",147700,43,0
3142,11,"Farm","Spring","1.High income",4306,0,1
2718,11,"Farm","Spring","0.High income",7449,4,0
3653,13,"Farm","Winter","0.High income",45235,16368,0
3403,5,"Farm","Spring","1.High income",15100,0,1
4435,11,"Farm","Spring","1.High income",9500,3600,0
2271,20,"Farm","Winter","0.High income",100,20,0
5626,11,"Farm","Spring","1.High income",37148,0,1
3236,11,"Farm","Winter","0.High income",7051,0,1
3410,11,"Farm","Spring","1.High income",1095,50,0
1628,27,"Farm","Spring","0.High income",8200,500,0
1007,11,"Farm","Winter","0.High income",1200,0,1
3484,11,"Farm","Spring","0.High income",3190,105,0
5615,27,"Farm","Winter","0.High income",35000,0,1
3652,11,"Farm","Spring","1.High income",38345,10620,0
3366,27,"Farm","Spring","0.High income",93768,2500,0
395,11,"Farm","Spring","1.High income",5862,4475,0
2003,33,"Farm","Autumn","1.High income",15500,6,0
706,5,"Farm","Spring","0.High income",7200,300,0
1121,11,"Farm","Winter","0.High income",2193,0,1
4657,11,"Farm","Spring","1.High income",4964,3964,0
1081,11,"Farm","Winter","0.High income",2000,0,1
3913,11,"Farm","Spring","1.High income",22940,0,1
362,20,"Farm","Spring","1.High income",10625,2850,0
1324,22,"Farm","Spring","0.Lower middle income",10300,100,0
1351,34,"Farm","Spring","1.High income",6200,80,0
4585,11,"Backyard","Spring","0.High income",50,12,0
1177,11,"Farm","Spring","1.High income",1854,0,1
231,17,"Farm","Winter","0.High income",35990,193,0
652,7,"Farm","Winter","0.High income",8500,22,0
5138,11,"Farm","Spring","1.High income",10338,1252,0
418,13,"Farm","Summer","0.High income",50230,14590,0
4715,13,"Farm","Spring","0.High income",5000,1000,0
815,20,"Farm","Winter","0.High income",999,0,1
6022,11,"Backyard","Winter","0.High income",156,45,0
2008,27,"Farm","Winter","1.High income",900,100,0
4176,24,"Farm","Summer","0.Lower middle income",9500,114,0
337,11,"Farm","Winter","0.High income",19797,1380,0
4410,11,"Farm","Spring","1.High income",3000,738,0
4188,11,"Backyard","Winter","0.High income",2556,339,0
3775,12,"Backyard","Spring","0.High income",122,54,0
4970,33,"Farm","Autumn","0.High income",3050,350,0
1203,12,"Farm","Autumn","1.High income",8000,34,0
2943,26,"Farm","Summer","0.Lower middle income",5040,5,0
485,11,"Backyard","Winter","0.High income",6,0,1
6045,8,"Farm","Spring","0.High income",20438,9438,0
5955,18,"Farm","Spring","1.High income",7150,69,0
2942,13,"Farm","Spring","0.High income",10433,30,0
5071,13,"Backyard","Winter","0.High income",63,28,0
1239,5,"Farm","Spring","0.High income",13200,50,0
4482,7,"Farm","Winter","0.High income",161053,300,0
4407,11,"Farm","Autumn","0.High income",28332,4013,0
1065,11,"Farm","Spring","1.High income",800,0,1
6142,30,"Backyard","Spring","0.Upper middle income",3000,359,0
4778,11,"Farm","Winter","0.High income",3000,1000,0
4344,35,"Backyard","Winter","1.Lower middle income",350,145,0
5157,11,"Farm","Autumn","0.High income",1964,77,0
4586,11,"Backyard","Spring","1.High income",25,4,0
5614,11,"Farm","Spring","1.High income",65000,250,0
345,11,"Farm","Winter","1.High income",2379,2050,0
412,35,"Farm","Winter","0.Lower middle income",20163,798,0
1266,32,"Farm","Spring","0.High income",1200,0,1
1602,16,"Farm","Winter","0.High income",4300,0,1
19,11,"Farm","Winter","0.High income",17577,27,0
5410,13,"Backyard","Spring","0.High income",66,55,0
3427,30,"Farm","Winter","0.Upper middle income",2680,0,1
1080,18,"Farm","Spring","1.High income",6000,0,1
1919,11,"Farm","Winter","0.High income",8370,50,0
4043,11,"Farm","Winter","0.High income",28408,97,0
2667,17,"Backyard","Winter","1.High income",97,50,0
1741,11,"Farm","Winter","0.High income",4603,0,1
5348,13,"Farm","Winter","0.High income",8178,83,0
2731,11,"Farm","Spring","0.High income",17000,1064,0
1473,11,"Farm","Spring","1.High income",111000,2000,0
2525,30,"Farm","Autumn","0.Upper middle income",796,0,1
2489,11,"Farm","Spring","1.High income",14100,40,0
1445,16,"Farm","Winter","0.High income",6660,200,0
430,24,"Backyard","Winter","0.Lower middle income",51,6,0
5028,27,"Farm","Winter","0.High income",65881,5534,0
5465,12,"Backyard","Spring","0.High income",197,33,0
4119,27,"Farm","Spring","0.High income",600,25,0
480,13,"Backyard","Autumn","0.High income",26,18,0
3831,34,"Farm","Autumn","1.High income",5283,5283,0
1961,30,"Farm","Spring","1.Upper middle income",11500,0,1
1092,22,"Farm","Spring","0.Lower middle income",3740,20,0
4684,11,"Farm","Winter","1.High income",3000,500,0
654,13,"Farm","Winter","0.High income",1837,600,0
4593,23,"Backyard","Autumn","1.High income",50,5,0
979,13,"Farm","Spring","0.High income",1700,0,1
2452,11,"Farm","Winter","0.High income",3858,5,0
2461,11,"Farm","Summer","0.High income",8883,0,1
5036,11,"Farm","Spring","1.High income",629,260,0
4528,17,"Farm","Winter","1.High income",81969,90,0
3994,7,"Farm","Summer","0.High income",13195,13195,0
3514,12,"Farm","Spring","0.High income",1227,217,0
686,5,"Farm","Autumn","0.High income",114,4,0
623,5,"Farm","Winter","1.High income",11000,300,0
4104,24,"Farm","Winter","0.Lower middle income",155000,70,0
4363,24,"Farm","Winter","0.Lower middle income",104258,0,1
4843,11,"Farm","Winter","0.High income",3200,60,0
4123,11,"Farm","Spring","1.High income",169000,90,0
6030,11,"Backyard","Summer","0.High income",70,49,0
3393,11,"Farm","Autumn","1.High income",1514,274,0
2692,27,"Farm","Autumn","0.High income",3002,594,0
4149,11,"Farm","Spring","1.High income",94200,11,0
2029,5,"Farm","Autumn","0.High income",5000,2500,0
914,11,"Farm","Spring","0.High income",6000,15,0
5611,31,"Farm","Winter","1.High income",53750,25,0
4152,33,"Farm","Winter","1.High income",190400,36,0
2846,14,"Farm","Winter","0.Lower middle income",30000,500,0
2463,11,"Farm","Winter","0.High income",9100,15,0
1983,11,"Farm","Winter","0.High income",6773,24,0
3109,26,"Farm","Summer","0.Lower middle income",10590,220,0
2887,30,"Farm","Spring","1.Upper middle income",60910,65,0
3194,24,"Farm","Spring","0.Lower middle income",45096,5,0
269,26,"Farm","Spring","0.Lower middle income",1454,824,0
5265,11,"Farm","Winter","1.High income",23905,0,1
6258,13,"Backyard","Summer","0.High income",29,10,0
2919,11,"Farm","Spring","0.High income",4904,350,0
1446,21,"Farm","Autumn","1.Upper middle income",10000,500,0
121,11,"Backyard","Winter","0.High income",78,78,0
610,14,"Farm","Winter","0.Lower middle income",400,40,0
5780,13,"Farm","Autumn","0.High income",70000,133,0
3797,17,"Backyard","Winter","0.High income",30,5,0
3302,13,"Farm","Spring","0.High income",7200,0,1
5907,11,"Farm","Spring","0.High income",3640,78,0
867,11,"Farm","Spring","1.High income",12600,0,1
4168,24,"Farm","Winter","0.Lower middle income",55400,160,0
5127,26,"Farm","Summer","0.Lower middle income",17060,1179,0
5940,11,"Farm","Spring","1.High income",5000,150,0
5499,17,"Farm","Autumn","0.High income",155,0,1
3491,20,"Farm","Winter","0.High income",8260,45,0
4195,12,"Backyard","Spring","1.High income",160,76,0
537,18,"Farm","Winter","1.High income",11300,0,1
5118,15,"Farm","Spring","1.Lower middle income",5615,125,0
1415,12,"Farm","Spring","0.High income",3250,20,0
989,35,"Farm","Spring","0.Lower middle income",3510,1010,0
4155,30,"Farm","Spring","0.Upper middle income",69000,2,0
1062,27,"Farm","Winter","0.High income",3500,0,1
5023,11,"Farm","Winter","0.High income",6187,6011,0
426,13,"Backyard","Spring","0.High income",40,14,0
1805,7,"Farm","Spring","0.High income",16000,0,1
4165,11,"Farm","Winter","0.High income",13500,30,0
5946,35,"Farm","Summer","0.Lower middle income",54349,453,0
893,11,"Farm","Spring","1.High income",4200,0,1
5800,11,"Farm","Winter","0.High income",14000,117,0
1793,33,"Farm","Winter","0.High income",37000,0,1
341,13,"Farm","Spring","0.High income",10557,720,0
212,13,"Farm","Spring","0.High income",16245,80,0
5965,13,"Farm","Spring","0.High income",126517,1484,0
4399,11,"Farm","Summer","0.High income",1600,765,0
394,11,"Farm","Spring","1.High income",6916,1307,0
5381,11,"Farm","Spring","1.High income",27734,305,0
4883,17,"Backyard","Autumn","1.High income",13,13,0
455,13,"Farm","Spring","0.High income",176500,1500,0
1401,24,"Farm","Summer","0.Lower middle income",2000,20,0
5093,24,"Backyard","Winter","0.Lower middle income",17,15,0
2487,24,"Farm","Winter","0.Lower middle income",6000,20,0
4761,11,"Farm","Spring","1.High income",1700,1700,0
1688,26,"Farm","Spring","0.Lower middle income",2700,0,1
3989,11,"Farm","Spring","1.High income",48215,29,0
1952,11,"Farm","Spring","1.High income",16320,0,1
4458,35,"Farm","Autumn","0.Lower middle income",20793,0,1
5672,11,"Farm","Autumn","0.High income",2094,898,0
2698,17,"Farm","Winter","1.High income",28808,709,0
4417,12,"Farm","Spring","0.High income",120,8,0
3070,13,"Farm","Spring","0.High income",82140,2140,0
5644,11,"Farm","Winter","0.High income",20500,8500,0
3720,11,"Farm","Winter","0.High income",3850,200,0
1532,24,"Farm","Winter","0.Lower middle income",1400,200,0
3545,7,"Farm","Winter","0.High income",7135,2,0
4494,11,"Farm","Winter","0.High income",86839,20,0
2658,8,"Backyard","Spring","0.High income",46,28,0
3373,11,"Farm","Spring","0.High income",3420,989,0
5273,16,"Farm","Winter","1.High income",7455,5,0
3877,11,"Farm","Spring","1.High income",4938,4938,0
4557,3,"Backyard","Spring","0.Lower middle income",600,520,0
1590,23,"Farm","Spring","0.High income",13200,1000,0
5232,4,"Farm","Spring","0.Upper middle income",14145,380,0
847,30,"Farm","Spring","0.Upper middle income",10000,0,1
3116,11,"Farm","Winter","1.High income",289,10,0
741,11,"Farm","Spring","0.High income",2160,1080,0
3942,13,"Farm","Autumn","0.High income",35021,8,0
3137,18,"Farm","Spring","1.High income",2600,367,0
4122,13,"Farm","Winter","0.High income",760,2,0
4269,11,"Farm","Winter","0.High income",8000,0,1
1039,17,"Farm","Autumn","1.High income",10165,0,1
4019,13,"Farm","Winter","0.High income",37281,1186,0
56,13,"Farm","Spring","0.High income",19418,0,1
2799,11,"Farm","Winter","0.High income",24730,101,0
3282,35,"Farm","Spring","0.Lower middle income",1437,8,0
1459,11,"Farm","Spring","1.High income",8935,500,0
4357,11,"Farm","Spring","0.High income",48708,0,1
2339,27,"Farm","Winter","0.High income",1944,0,1
3760,11,"Farm","Spring","1.High income",4000,120,0
6195,29,"Backyard","Autumn","1.Upper middle income",175,20,0
4171,26,"Farm","Autumn","0.Lower middle income",3750,5,0
3361,7,"Farm","Winter","0.High income",91180,3030,0
974,11,"Farm","Spring","0.High income",1800,0,1
268,33,"Farm","Winter","1.High income",4900,2338,0
6236,26,"Backyard","Autumn","0.Lower middle income",5500,1480,0
2410,15,"Farm","Winter","0.Lower middle income",6090,0,1
618,11,"Farm","Winter","0.High income",1190,30,0
4596,30,"Backyard","Spring","1.Upper middle income",126,104,0
719,11,"Farm","Autumn","0.High income",310,10,0
992,4,"Farm","Autumn","1.Upper middle income",2800,0,1
2345,22,"Farm","Spring","0.Lower middle income",24000,150,0
2980,24,"Farm","Summer","0.Lower middle income",3400,0,1
5081,11,"Backyard","Winter","0.High income",59,31,0
3905,17,"Farm","Winter","1.High income",8410,48,0
1988,11,"Farm","Winter","1.High income",21000,100,0
2551,33,"Farm","Winter","1.High income",12240,2,0
1986,11,"Farm","Spring","0.High income",10000,10,0
683,24,"Farm","Summer","0.Lower middle income",1400,3,0
5334,13,"Farm","Spring","0.High income",24260,90,0
2516,17,"Farm","Winter","1.High income",15000,0,1
6007,13,"Backyard","Spring","0.High income",261,182,0
1492,13,"Farm","Autumn","1.High income",6000,0,1
2971,8,"Farm","Spring","0.High income",6000,35,0
5486,33,"Farm","Winter","0.High income",8100,2000,0
3644,35,"Farm","Spring","0.Lower middle income",78,15,0
5966,30,"Farm","Winter","0.Upper middle income",14094,502,0
2263,26,"Farm","Summer","0.Lower middle income",10800,120,0
3295,12,"Farm","Winter","0.High income",3800,3698,0
6001,16,"Backyard","Autumn","0.High income",38,2,0
3273,34,"Farm","Autumn","1.High income",2700,990,0
5292,27,"Farm","Spring","0.High income",19676,12970,0
193,11,"Farm","Spring","0.High income",21701,6121,0
1709,35,"Farm","Winter","0.Lower middle income",8600,500,0
845,13,"Farm","Spring","0.High income",16000,910,0
494,21,"Backyard","Spring","1.Upper middle income",203,77,0
4703,16,"Farm","Autumn","0.High income",9760,211,0
427,23,"Backyard","Summer","0.High income",5,4,0
1181,13,"Farm","Spring","0.High income",5000,1,0
2523,13,"Farm","Spring","0.High income",1510,0,1
5454,11,"Backyard","Winter","0.High income",540,220,0
1019,11,"Farm","Winter","1.High income",180,0,1
4561,13,"Backyard","Winter","0.High income",15,12,0
3261,11,"Farm","Winter","0.High income",8160,74,0
4293,29,"Farm","Autumn","0.Upper middle income",91900,0,1
2845,21,"Farm","Winter","0.Upper middle income",33442,68,0
678,11,"Farm","Winter","0.High income",3000,100,0
4347,14,"Backyard","Autumn","1.Lower middle income",350,100,0
2880,8,"Farm","Winter","0.High income",1800,64,0
4805,12,"Farm","Spring","0.High income",5534,2310,0
3476,12,"Farm","Spring","0.High income",5080,118,0
4719,32,"Farm","Spring","0.High income",3000,600,0
868,12,"Farm","Autumn","0.High income",9647,0,1
3542,30,"Farm","Winter","0.Upper middle income",5495,49,0
1286,13,"Farm","Winter","1.High income",1312,0,1
172,30,"Farm","Winter","0.Upper middle income",3800,1130,0
4487,27,"Farm","Spring","0.High income",38253,20,0
4284,11,"Farm","Winter","0.High income",20000,0,1
1742,11,"Farm","Summer","1.High income",6500,0,1
922,12,"Farm","Autumn","1.High income",9612,0,1
604,11,"Farm","Spring","0.High income",1408,44,0
1233,13,"Farm","Spring","0.High income",1600,10,0
1599,11,"Farm","Winter","0.High income",13000,800,0
3100,24,"Farm","Summer","1.Lower middle income",615,6,0
2504,27,"Farm","Winter","1.High income",94660,18,0
1345,11,"Farm","Spring","1.High income",2600,0,1
4534,11,"Farm","Spring","1.High income",31536,30,0
1144,33,"Farm","Spring","0.High income",960,0,1
366,11,"Farm","Winter","0.High income",4325,0,1
927,12,"Farm","Winter","1.High income",1500,0,1
3556,11,"Farm","Winter","0.High income",9371,425,0
5392,5,"Farm","Autumn","1.High income",9066,714,0
3768,26,"Farm","Autumn","0.Lower middle income",25000,100,0
2304,5,"Farm","Spring","1.High income",4100,0,1
4780,4,"Farm","Winter","0.Upper middle income",2700,200,0
2151,11,"Farm","Winter","0.High income",2500,70,0
5516,11,"Farm","Winter","0.High income",83800,21,0
1816,33,"Farm","Autumn","0.High income",12750,1000,0
4353,11,"Farm","Winter","1.High income",48319,3770,0
5256,27,"Farm","Spring","1.High income",11959,4800,0
2966,13,"Farm","Spring","0.High income",5500,8,0
4057,23,"Farm","Spring","1.High income",40000,60,0
5988,13,"Farm","Winter","0.High income",25000,400,0
968,18,"Farm","Winter","0.High income",1306,0,1
5450,7,"Backyard","Winter","0.High income",92,45,0
687,18,"Farm","Winter","1.High income",960,30,0
5985,27,"Farm","Spring","1.High income",1620,540,0
3826,13,"Farm","Summer","0.High income",11923,11923,0
6033,13,"Backyard","Spring","0.High income",128,113,0
4850,24,"Farm","Winter","1.Lower middle income",10700,2700,0
331,7,"Farm","Winter","0.High income",7032,930,0
6079,12,"Backyard","Winter","1.High income",3280,800,0
1285,11,"Farm","Winter","0.High income",5400,0,1
1245,11,"Farm","Spring","0.High income",16000,50,0
2368,24,"Farm","Winter","1.Lower middle income",9200,40,0
3579,27,"Backyard","Autumn","0.High income",650,239,0
3666,34,"Farm","Autumn","0.High income",6193,2643,0
125,11,"Farm","Spring","0.High income",10944,5290,0
531,19,"Farm","Autumn","0.Upper middle income",995,0,1
1129,5,"Farm","Spring","0.High income",12000,0,1
803,26,"Farm","Summer","0.Lower middle income",930,0,1
521,17,"Farm","Autumn","1.High income",5200,0,1
2343,32,"Farm","Winter","0.High income",9600,0,1
5893,11,"Farm","Spring","0.High income",31600,500,0
5960,27,"Farm","Winter","0.High income",76480,1997,0
6032,13,"Backyard","Spring","0.High income",60,54,0
6153,13,"Backyard","Spring","0.High income",550,52,0
267,27,"Farm","Winter","0.High income",8124,995,0
2103,11,"Farm","Spring","1.High income",4300,0,1
5621,30,"Farm","Spring","0.Upper middle income",116000,76,0
4822,13,"Farm","Winter","0.High income",2730,90,0
4287,12,"Farm","Summer","0.High income",5500,150,0
2535,11,"Farm","Spring","1.High income",1500,0,1
1095,27,"Farm","Spring","0.High income",4100,0,1
2952,11,"Farm","Summer","0.High income",10000,855,0
5937,11,"Farm","Winter","0.High income",170,5,0
380,11,"Farm","Winter","0.High income",12991,6206,0
2134,23,"Farm","Autumn","0.High income",3870,0,1
2132,11,"Farm","Spring","0.High income",3065,0,1
2256,11,"Farm","Winter","0.High income",39000,45,0
5947,11,"Farm","Winter","0.High income",31641,175,0
77,13,"Farm","Spring","0.High income",26000,2500,0
4867,11,"Farm","Winter","0.High income",2500,300,0
6173,18,"Backyard","Winter","0.High income",2847,500,0
4733,27,"Farm","Winter","0.High income",563,500,0
4148,17,"Farm","Autumn","1.High income",83000,31,0
4416,27,"Farm","Spring","0.High income",700,550,0
2106,17,"Farm","Winter","0.High income",3000,0,1
4957,11,"Farm","Spring","1.High income",2337,0,1
2578,12,"Farm","Spring","0.High income",1680,0,1
4828,11,"Farm","Winter","0.High income",1000,1000,0
843,11,"Farm","Spring","1.High income",28000,200,0
5934,24,"Farm","Winter","0.Lower middle income",8545,225,0
4217,23,"Farm","Winter","0.High income",13500,0,1
2833,12,"Farm","Spring","1.High income",3200,325,0
2110,12,"Farm","Spring","1.High income",2900,0,1
3751,11,"Farm","Spring","1.High income",17500,50,0
6117,11,"Backyard","Winter","0.High income",2184,350,0
5153,27,"Farm","Spring","1.High income",31091,1842,0
958,24,"Farm","Spring","0.Lower middle income",400,8,0
3375,20,"Farm","Winter","0.High income",5742,926,0
1578,13,"Farm","Spring","0.High income",5000,0,1
5365,23,"Farm","Spring","0.High income",5945,50,0
1343,18,"Farm","Winter","1.High income",10000,1,0
872,11,"Farm","Winter","0.High income",1520,0,1
3400,30,"Farm","Spring","1.Upper middle income",9600,0,1
895,11,"Farm","Winter","0.High income",13650,0,1
2393,11,"Farm","Winter","0.High income",24088,10,0
3475,11,"Farm","Spring","0.High income",4382,39,0
1079,17,"Farm","Autumn","1.High income",896,0,1
3910,33,"Farm","Autumn","0.High income",9927,9927,0
2898,21,"Farm","Autumn","1.Upper middle income",272,3,0
3859,24,"Farm","Summer","0.Lower middle income",8329,8329,0
479,18,"Farm","Autumn","1.High income",2700,300,0
975,11,"Farm","Winter","0.High income",5800,150,0
2975,11,"Farm","Spring","1.High income",13000,300,0
715,11,"Farm","Winter","1.High income",2100,150,0
329,33,"Farm","Autumn","1.High income",20757,3007,0
4405,11,"Farm","Spring","1.High income",4000,2020,0
6019,11,"Backyard","Winter","0.High income",22,10,0
1148,7,"Farm","Spring","0.High income",1330,150,0
1484,12,"Farm","Winter","0.High income",38100,2000,0
672,27,"Farm","Winter","0.High income",5900,100,0
4563,5,"Backyard","Spring","1.High income",200,117,0
6187,11,"Backyard","Spring","1.High income",6570,1100,0
5383,15,"Farm","Winter","0.Lower middle income",11918,22,0
2982,27,"Farm","Spring","1.High income",3550,0,1
4339,20,"Backyard","Winter","0.High income",90,30,0
3938,11,"Farm","Spring","0.High income",15463,15463,0
707,27,"Farm","Winter","0.High income",1700,850,0
4701,27,"Farm","Summer","0.High income",2750,89,0
4650,11,"Farm","Spring","1.High income",33756,488,0
5979,17,"Farm","Autumn","1.High income",8500,2550,0
5244,11,"Farm","Winter","0.High income",31234,11500,0
4793,33,"Farm","Spring","0.High income",1700,64,0
456,9,"Farm","Autumn","0.High income",7788,72,0
5492,34,"Farm","Winter","0.High income",7775,6443,0
312,27,"Farm","Winter","0.High income",11907,1657,0
1374,26,"Farm","Summer","0.Lower middle income",100000,1000,0
4934,26,"Farm","Summer","0.Lower middle income",460,0,1
5274,12,"Farm","Spring","1.High income",12859,1443,0
613,18,"Farm","Winter","1.High income",500,100,0
1768,24,"Farm","Winter","0.Lower middle income",4284,0,1
4598,13,"Backyard","Autumn","0.High income",26,26,0
6259,5,"Backyard","Spring","1.High income",1680,700,0
1873,12,"Farm","Spring","1.High income",12671,0,1
1272,11,"Farm","Winter","0.High income",8200,50,0
3301,11,"Farm","Spring","1.High income",1000,210,0
1030,21,"Farm","Autumn","1.Upper middle income",8400,20,0
264,24,"Farm","Autumn","0.Lower middle income",19302,1209,0
1008,11,"Farm","Winter","0.High income",150,0,1
2010,13,"Farm","Autumn","0.High income",4000,60,0
1032,27,"Farm","Winter","0.High income",4800,0,1
5835,23,"Farm","Autumn","0.High income",750,130,0
6169,11,"Backyard","Spring","1.High income",810,122,0
277,27,"Farm","Winter","0.High income",2028,371,0
6202,12,"Backyard","Autumn","1.High income",296,100,0
5057,23,"Farm","Autumn","0.High income",16983,11001,0
6207,29,"Backyard","Autumn","0.Upper middle income",3450,850,0
637,35,"Farm","Autumn","0.Lower middle income",2100,60,0
5862,20,"Farm","Winter","0.High income",90000,188,0
1697,16,"Farm","Winter","0.High income",10000,200,0
6094,13,"Backyard","Spring","0.High income",743,100,0
2426,13,"Farm","Spring","0.High income",900,10,0
5449,11,"Backyard","Spring","1.High income",151,66,0
1423,23,"Farm","Autumn","1.High income",15500,200,0
2172,29,"Farm","Autumn","1.Upper middle income",15300,0,1
4986,5,"Farm","Spring","0.High income",13000,13000,0
2760,12,"Farm","Autumn","0.High income",6708,214,0
5005,15,"Farm","Winter","0.Lower middle income",36837,28,0
359,7,"Farm","Winter","0.High income",18426,2261,0
203,13,"Farm","Spring","0.High income",29118,8,0
5171,11,"Farm","Spring","1.High income",10677,0,1
721,13,"Farm","Spring","0.High income",40000,800,0
5696,13,"Farm","Spring","0.High income",20446,10223,0
1043,31,"Farm","Winter","1.High income",1006,0,1
4150,30,"Farm","Autumn","0.Upper middle income",113600,110,0
459,7,"Farm","Spring","0.High income",3937,637,0
6104,26,"Backyard","Summer","0.Lower middle income",2258,452,0
2806,17,"Farm","Winter","1.High income",3408,50,0
716,8,"Farm","Winter","0.High income",1100,300,0
3177,27,"Farm","Summer","0.High income",4350,7,0
4166,11,"Farm","Winter","0.High income",8480,30,0
1242,11,"Farm","Spring","1.High income",26720,300,0
4370,11,"Farm","Spring","0.High income",112489,2000,0
1420,6,"Farm","Spring","0.High income",18500,200,0
1273,22,"Farm","Winter","1.Lower middle income",500,10,0
2082,33,"Farm","Spring","0.High income",7000,0,1
3317,29,"Farm","Autumn","0.Upper middle income",8160,780,0
2270,26,"Farm","Summer","0.Lower middle income",18510,1307,0
5532,30,"Farm","Spring","0.Upper middle income",20000,20,0
4412,1,"Farm","Spring","0.Upper middle income",6000,4070,0
4433,13,"Farm","Spring","0.High income",342,10,0
717,22,"Farm","Spring","0.Lower middle income",4640,26,0
83,11,"Farm","Winter","0.High income",129027,400,0
406,12,"Farm","Summer","0.High income",18604,1642,0
114,11,"Backyard","Spring","0.High income",285,255,0
2245,23,"Farm","Spring","0.High income",6000,9,0
4507,12,"Farm","Autumn","1.High income",104887,5,0
1127,11,"Farm","Autumn","1.High income",6600,0,1
5160,12,"Farm","Spring","0.High income",30796,370,0
47,11,"Farm","Autumn","0.High income",15729,9899,0
722,24,"Farm","Summer","0.Lower middle income",4400,51,0
33,11,"Farm","Spring","1.High income",35000,200,0
2901,35,"Farm","Spring","0.Lower middle income",38077,30,0
2941,17,"Farm","Autumn","1.High income",8540,5,0
5885,11,"Farm","Winter","0.High income",19200,422,0
3794,17,"Backyard","Autumn","1.High income",12,12,0
3204,27,"Farm","Winter","0.High income",16855,780,0
5487,7,"Farm","Spring","0.High income",38000,1901,0
205,11,"Farm","Winter","0.High income",43841,92,0
3328,14,"Farm","Autumn","0.Lower middle income",10000,300,0
5122,18,"Farm","Winter","0.High income",37563,1500,0
4895,18,"Backyard","Winter","0.High income",192,186,0
5236,29,"Farm","Autumn","0.Upper middle income",111288,1251,0
2554,5,"Farm","Winter","0.High income",5995,0,1
5950,11,"Farm","Winter","0.High income",48018,26,0
3143,20,"Farm","Winter","0.High income",13400,88,0
2932,26,"Farm","Summer","0.Lower middle income",141652,0,1
2611,13,"Backyard","Autumn","0.High income",8,2,0
1278,17,"Farm","Winter","0.High income",8000,200,0
3455,27,"Farm","Winter","1.High income",3500,0,1
899,3,"Farm","Winter","0.Lower middle income",6500,0,1
4073,12,"Farm","Summer","0.High income",18000,0,1
1527,12,"Farm","Autumn","0.High income",14800,1000,0
3604,17,"Backyard","Winter","1.High income",33,3,0
2576,34,"Farm","Autumn","0.High income",8500,0,1
5793,7,"Farm","Winter","0.High income",22540,1200,0
622,11,"Farm","Spring","1.High income",500,100,0
3363,13,"Farm","Winter","0.High income",12368,124,0
371,11,"Farm","Spring","1.High income",26051,4050,0
5567,11,"Farm","Spring","0.High income",573,0,1
1322,11,"Farm","Spring","1.High income",10700,30,0
3072,11,"Farm","Winter","0.High income",5152,20,0
5829,11,"Farm","Autumn","0.High income",8425,539,0
1243,34,"Farm","Autumn","0.High income",800,30,0
3119,35,"Farm","Spring","0.Lower middle income",3800,72,0
353,11,"Farm","Winter","1.High income",3166,0,1
3601,11,"Backyard","Spring","1.High income",120,22,0
5779,20,"Farm","Winter","0.High income",3204,99,0
